Feasible.Guesses	Frequency	Probability	Plural	Feasible.Secrets
aloud	3743858	0.58	0	TRUE
alpha	27832836	0.58	0	TRUE
altar	2627835	0.58	0	TRUE
alter	7831337	0.58	0	TRUE
altho	159231	0	0	FALSE
fates	519225	0	1	TRUE
alula	13600	0	0	FALSE
alums	271859	0	0	FALSE
alvar	106564	0	0	FALSE
alway	201600	0	0	FALSE
amain	28001	0	0	FALSE
amaro	107617	0.552273	0	TRUE
amass	181774	0.58	0	TRUE
amate	27910	0	0	FALSE
amaze	791672	0.58	0	TRUE
amber	11065507	0.58	0	TRUE
ambit	247267	0.552868	0	TRUE
amble	141586	0.58	0	TRUE
ambos	104687	0	0	FALSE
ambry	16543	0	0	FALSE
ameer	56160	0	0	FALSE
amend	7806844	0.58	0	TRUE
ament	68334	0	0	FALSE
amici	498099	0	0	FALSE
amide	316773	0	0	FALSE
amido	25154	0	0	FALSE
amies	35247	0	0	FALSE
amiga	2201683	0	0	TRUE
amigo	1094662	0.530151	0	TRUE
amine	689951	0	0	FALSE
amino	8273641	0.57845	0	TRUE
amiss	271389	0.58	0	TRUE
amity	540428	0.565028	0	TRUE
amman	907030	0	0	FALSE
ammon	296510	0	0	FALSE
amnio	26543	0	0	FALSE
among	83431590	0.58	0	TRUE
amort	52215	0	0	FALSE
amour	1346779	0.564716	0	TRUE
amped	318536	0.00187746	0	TRUE
ample	3187842	0.58	0	TRUE
amply	321480	0.58	0	TRUE
amrit	117386	0	0	FALSE
amuck	70822	0.42459	0	TRUE
amuse	554922	0.58	0	TRUE
anata	97604	0	0	FALSE
ancho	95151	0.564795	0	TRUE
ancon	27256	0	0	FALSE
andro	154794	0	0	FALSE
anele	62912	0	0	FALSE
anent	27966	0	0	FALSE
angas	37853	0	0	FALSE
angel	25294123	0.58	0	TRUE
anger	7991036	0.58	0	TRUE
angle	17016075	0.58	0	TRUE
anglo	2798286	0	0	TRUE
angry	9267505	0.58	0	TRUE
angst	1232364	0.58	0	TRUE
anile	14401	0	0	FALSE
anima	559141	0.530151	0	TRUE
anime	31334688	0.58	0	TRUE
animi	21791	0	0	FALSE
anion	504530	0	0	FALSE
anise	324336	0.58	0	TRUE
anker	175826	0	0	FALSE
ankle	4146793	0.58	0	TRUE
annal	91257	0.00620426	0	TRUE
annas	115640	0	0	FALSE
annat	53865	0	0	FALSE
annex	8465905	0.58	0	TRUE
annoy	1497815	0.58	0	TRUE
annul	146490	0.58	0	TRUE
anode	768949	0.461338	0	TRUE
anole	39883	0.461338	0	TRUE
anomy	22835	0	0	FALSE
antar	62848	0	0	FALSE
antas	14611	0	0	FALSE
anted	16159	0	0	FALSE
antes	472677	0	0	FALSE
antic	147936	0.58	0	TRUE
antis	61179	0	0	FALSE
antra	14888	0	0	FALSE
antsy	82656	0.58	0	TRUE
anura	97111	0	0	FALSE
anvil	936808	0.58	0	TRUE
anyon	37349	0	0	FALSE
aorta	641057	0.58	0	TRUE
apace	154873	0.58	0	TRUE
apart	16507181	0.58	0	TRUE
apers	39349	0	0	FALSE
apert	36425	0	0	FALSE
apgar	114178	0	0	FALSE
aphid	295138	0.535033	0	TRUE
aphis	389447	0	0	FALSE
aping	42534	0.568411	0	TRUE
apnea	950562	0.577595	0	TRUE
apode	0	0	0	FALSE
appal	27269	0	0	FALSE
appel	812311	0	0	FALSE
apple	50551171	0.58	0	TRUE
apply	76341478	0.58	0	TRUE
appro	352278	0	0	FALSE
appui	68595	0	0	FALSE
apres	282360	0	0	FALSE
apron	1617357	0.58	0	TRUE
apsis	53093	0	0	FALSE
apsos	17502	0	0	FALSE
apted	47832	0	0	FALSE
apter	75596	0	0	FALSE
aptly	598371	0.58	0	TRUE
aquae	38767	0	0	FALSE
araba	85785	0	0	FALSE
arars	32570	0	0	FALSE
arbor	5057261	0.551582	0	TRUE
arced	26654	0.00187746	0	TRUE
archi	260000	0	0	FALSE
arcos	151492	0	0	FALSE
arcus	129194	0	0	FALSE
ardor	155258	0.577371	0	TRUE
areal	289091	0	0	FALSE
lubes	520715	0	1	TRUE
areca	78703	0	0	FALSE
arena	13966572	0.58	0	TRUE
arene	37383	0	0	FALSE
arete	181243	0	0	FALSE
argan	26269	0	0	FALSE
argon	760267	0.544143	0	TRUE
argot	51766	0.575949	0	TRUE
argue	8353605	0.58	0	TRUE
argus	2172332	0	0	TRUE
arhat	28698	0	0	FALSE
clays	522200	0	1	TRUE
ariel	2731662	0	0	TRUE
ariki	46804	0	0	FALSE
arise	8337093	0.58	0	TRUE
arish	45447	0	0	FALSE
arles	495534	0	0	FALSE
armed	13866785	0.58	0	TRUE
armer	48949	0	0	FALSE
armor	6001844	0.58	0	TRUE
aroha	51420	0	0	FALSE
aroma	2018777	0.58	0	TRUE
arose	2609029	0.58	0	TRUE
arras	163483	0	0	FALSE
array	25150016	0.58	0	TRUE
arris	70170	0	0	FALSE
arrow	11563142	0.58	0	TRUE
arroz	110715	0	0	FALSE
arsed	125628	0	0	FALSE
arses	82425	0	0	FALSE
arsis	24659	0	0	FALSE
arson	989351	0.58	0	TRUE
artel	29896	0	0	FALSE
artic	431117	0	0	FALSE
artis	394835	0	0	FALSE
artsy	333481	0.58	0	TRUE
arval	17215	0	0	FALSE
asana	175243	0	0	FALSE
ascon	12971	0	0	FALSE
ascot	888745	0.556023	0	TRUE
ascus	37312	0	0	FALSE
ashed	0	0.00187746	0	TRUE
ashen	184747	0.58	0	TRUE
ashes	3011008	0	0	TRUE
aside	11768649	0.58	0	TRUE
asked	75532722	0.00187746	0	TRUE
asker	948596	0.445485	0	TRUE
askew	473664	0.58	0	TRUE
aspen	4626441	0.563893	0	TRUE
asper	84389	0	0	FALSE
aspic	54553	0.5595	0	TRUE
aspro	70422	0	0	FALSE
assai	54173	0	0	FALSE
assam	803070	0	0	FALSE
assay	3855224	0.548421	0	TRUE
asses	4583177	0	0	TRUE
asset	18178753	0.58	0	TRUE
assez	83499	0	0	FALSE
aster	718311	0.531322	0	TRUE
astir	51145	0.50057	0	TRUE
asura	54205	0	0	FALSE
atlas	12221120	0.57597	0	TRUE
atman	173626	0	0	FALSE
atmos	488481	0	0	FALSE
atoll	908471	0.568521	0	TRUE
faves	522653	0	1	TRUE
atone	152901	0.58	0	TRUE
atopy	66364	0	0	FALSE
atria	279451	0.49569	0	TRUE
attap	73826	0	0	FALSE
attar	86729	0	0	FALSE
attic	3347389	0.58	0	TRUE
audio	127014703	0.58	0	TRUE
audit	20786243	0.58	0	TRUE
auger	678597	0.535995	0	TRUE
aught	207367	0	0	FALSE
augur	120764	0.576461	0	TRUE
aulas	22980	0	0	FALSE
aulos	26850	0	0	FALSE
booms	524101	0	1	TRUE
aunty	239524	0.0339863	0	TRUE
aural	744671	0.58	0	TRUE
auras	134666	0	0	FALSE
auric	79392	0	0	FALSE
auris	34496	0	0	FALSE
aurum	141480	0	0	FALSE
dares	526302	0	1	TRUE
auxin	154606	0	0	FALSE
avail	3902711	0.58	0	TRUE
avant	2710283	0	0	TRUE
avast	449613	0.403969	0	TRUE
avens	43203	0	0	FALSE
avers	109324	0	0	FALSE
avert	767435	0.58	0	TRUE
avgas	40092	0	0	FALSE
avian	2877167	0.58	0	TRUE
avion	581489	0	0	FALSE
avise	40613	0	0	FALSE
aviso	354132	0	0	FALSE
avoid	36508203	0.58	0	TRUE
avows	12784	0	0	FALSE
await	1745587	0.58	0	TRUE
awake	3230337	0.58	0	TRUE
award	59652161	0.58	0	TRUE
aware	25700328	0.58	0	TRUE
awash	274221	0.58	0	TRUE
awave	20063	0	0	FALSE
aways	400767	0	0	FALSE
awful	5217370	0.58	0	TRUE
awned	19334	0	0	FALSE
awoke	688520	0.58	0	TRUE
axels	33994	0	0	FALSE
axial	1685087	0.520084	0	TRUE
axils	29666	0	0	FALSE
axing	53425	0.541029	0	TRUE
axiom	1495473	0.5796	0	TRUE
axion	276049	0.0286311	0	TRUE
tongs	531760	0	1	TRUE
axone	19386	0	0	FALSE
axons	385758	0	0	FALSE
ayres	606243	0	0	FALSE
azide	254983	0	0	FALSE
azido	28802	0	0	FALSE
azole	41201	0	0	FALSE
azote	12841	0	0	FALSE
azuki	13449	0	0	FALSE
azure	1042257	0.577309	0	TRUE
babas	19694	0	0	FALSE
babel	1047472	0.457744	0	TRUE
foils	533300	0	1	TRUE
babka	22606	0.554873	0	TRUE
baboo	16716	0	0	FALSE
babul	22216	0	0	FALSE
bacca	18209	0	0	FALSE
bacco	161419	0	0	FALSE
bacha	25536	0	0	FALSE
bachs	17081	0	0	FALSE
leans	533946	0	1	TRUE
bacon	5385205	0.58	0	TRUE
baddy	15679	0	0	FALSE
badge	6145138	0.58	0	TRUE
badly	5290145	0.58	0	TRUE
bagel	792721	0.58	0	TRUE
baggy	419677	0.58	0	TRUE
bahts	100220	0	0	FALSE
bails	149105	0	0	FALSE
bairn	34786	0	0	FALSE
muses	535008	0	1	TRUE
baize	48414	0	0	FALSE
bajan	42864	0	0	FALSE
baked	4716100	0.58	0	TRUE
baken	16235	0	0	FALSE
baker	14862470	0.58	0	TRUE
bakes	173816	0	0	FALSE
balas	68596	0	0	FALSE
baldy	261017	0.353635	0	TRUE
baled	78514	0.00187746	0	TRUE
baler	153800	0.449842	0	TRUE
casas	538695	0	1	TRUE
balks	62743	0	0	FALSE
balky	24948	0.58	0	TRUE
pours	540889	0	1	TRUE
bally	884078	0	0	FALSE
balms	256614	0	0	FALSE
balmy	210906	0.58	0	TRUE
baloo	94508	0	0	FALSE
balsa	485561	0.555377	0	TRUE
balti	137642	0	0	FALSE
balun	106049	0	0	FALSE
bambi	787833	0	0	FALSE
banal	260129	0.58	0	TRUE
banco	1182286	0	0	TRUE
bancs	16230	0	0	FALSE
banda	1187929	0	0	TRUE
bandh	43780	0	0	FALSE
probs	543256	0	1	TRUE
bandy	238539	0.539071	0	TRUE
banes	93807	0	0	FALSE
paras	551039	0	1	TRUE
bania	26516	0	0	FALSE
banjo	1940675	0.58	0	TRUE
haves	554576	0	1	TRUE
banns	145651	0	0	FALSE
bantu	215030	0	0	FALSE
banya	62734	0	0	FALSE
barbe	111899	0	0	FALSE
barbs	274090	0	0	FALSE
barby	70276	0	0	FALSE
barca	340426	0	0	FALSE
barde	14315	0	0	FALSE
bardo	96541	0	0	FALSE
bards	285757	0	0	FALSE
bared	186940	0.00187746	0	TRUE
barer	86373	0.445485	0	TRUE
bares	216791	0	0	FALSE
barfi	15384	0	0	FALSE
barfs	22116	0	0	FALSE
barge	1319916	0.58	0	TRUE
baric	41654	0	0	FALSE
barks	431387	0	0	FALSE
barky	20516	0	0	FALSE
barmy	75129	0	0	FALSE
skips	555853	0	1	TRUE
barny	29190	0	0	FALSE
baron	3504549	0.58	0	TRUE
barra	656133	0	0	FALSE
barre	1839524	0.57131	0	TRUE
barro	145814	0	0	FALSE
barry	12921548	0	0	TRUE
basal	1821739	0.563458	0	TRUE
based	252405204	0.00187746	0	TRUE
basen	30386	0	0	FALSE
baser	62041	0	0	FALSE
trams	558296	0	1	TRUE
basho	137891	0	0	FALSE
basic	84840226	0.58	0	TRUE
basil	2757419	0.58	0	TRUE
basin	10544774	0.58	0	TRUE
basis	59901425	0.58	0	TRUE
basks	33223	0	0	FALSE
bason	25169	0	0	FALSE
basse	317589	0	0	FALSE
bassi	178307	0	0	FALSE
basso	387021	0	0	FALSE
bassy	39488	0	0	FALSE
basta	306217	0	0	FALSE
baste	95369	0.58	0	TRUE
basti	61685	0	0	FALSE
basto	29914	0	0	FALSE
batch	7835050	0.58	0	TRUE
bated	65650	0.00187746	0	TRUE
bates	3503755	0	0	TRUE
bathe	494252	0.58	0	TRUE
dells	560024	0	1	TRUE
batik	648561	0.566124	0	TRUE
baton	4229776	0.58	0	TRUE
batta	19422	0	0	FALSE
batts	189079	0	0	FALSE
batty	416010	0.571027	0	TRUE
baulk	31004	0	0	FALSE
bawdy	160667	0.58	0	TRUE
bawls	57450	0	0	FALSE
bayed	14407	0.00187746	0	TRUE
bayer	1825243	0	0	TRUE
bayes	569591	0	0	FALSE
bayle	119261	0	0	FALSE
bayou	1397958	0.576636	0	TRUE
bazar	365968	0	0	FALSE
beach	105642682	0.58	0	TRUE
karts	562850	0	1	TRUE
beady	87974	0.555377	0	TRUE
beaks	145800	0	0	FALSE
beaky	22734	0	0	FALSE
beals	229428	0	0	FALSE
wifes	563949	0	1	TRUE
beano	358497	0	0	FALSE
sighs	564251	0	1	TRUE
beany	46499	0	0	FALSE
beard	3166516	0.58	0	TRUE
nears	573618	0	1	TRUE
beast	14787561	0.58	0	TRUE
beath	25518	0	0	FALSE
heros	574043	0	1	TRUE
beaty	209357	0	0	FALSE
beaus	21947	0	0	FALSE
beaut	160328	0.526278	0	TRUE
beaux	425302	0	0	FALSE
bebop	1000401	0.58	0	TRUE
becke	33592	0	0	FALSE
becks	215169	0	0	FALSE
bedel	17484	0	0	FALSE
bedes	18687	0	0	FALSE
beech	2327119	0.577627	0	TRUE
beefs	106016	0	0	FALSE
beefy	366863	0.58	0	TRUE
beeps	311081	0	0	FALSE
moors	577097	0	1	TRUE
beery	90230	0	0	FALSE
beets	439436	0	0	FALSE
befit	31021	0.560559	0	TRUE
befog	0	0.376903	0	TRUE
began	38269468	0.58	0	TRUE
begat	191296	0.572959	0	TRUE
beget	119815	0.572527	0	TRUE
begin	45434902	0.58	0	TRUE
begot	60965	0.557802	0	TRUE
begum	134200	0	0	FALSE
begun	8636352	0.58	0	TRUE
beige	4288534	0.58	0	TRUE
being	242783091	0.58	0	TRUE
bekah	51673	0	0	FALSE
belay	297360	0.503514	0	TRUE
belch	115135	0.58	0	TRUE
belga	126913	0	0	FALSE
belie	103562	0.58	0	TRUE
belle	5820002	0.579914	0	TRUE
fours	583578	0	1	TRUE
belly	7346354	0.58	0	TRUE
below	145701629	0.58	0	TRUE
punks	585036	0	1	TRUE
bench	8992211	0.58	0	TRUE
hails	590036	0	1	TRUE
bendy	92458	0.537365	0	TRUE
benes	97606	0	0	FALSE
benet	226135	0	0	FALSE
benne	52776	0	0	FALSE
benni	124117	0	0	FALSE
benny	2393928	0	0	TRUE
bento	215039	0.564795	0	TRUE
bents	51470	0	0	FALSE
beres	108650	0	0	FALSE
beret	330199	0.58	0	TRUE
bergs	58033	0	0	FALSE
berko	26479	0	0	FALSE
berks	687726	0	0	FALSE
berms	147739	0	0	FALSE
berry	7551906	0.58	0	TRUE
berth	1056010	0.58	0	TRUE
beryl	547615	0.435807	0	TRUE
besaw	13762	0	0	FALSE
beset	373969	0.58	0	TRUE
besom	42868	0	0	FALSE
besot	0	0.0164291	0	TRUE
bests	224868	0	0	FALSE
betas	306327	0	0	FALSE
betel	126006	0.554352	0	TRUE
betes	27006	0	0	FALSE
beton	105740	0	0	FALSE
betta	439416	0	0	FALSE
betty	6858121	0	0	TRUE
bevel	571985	0.473783	0	TRUE
bever	72891	0	0	FALSE
bevor	58495	0	0	FALSE
bezel	1692595	0.550792	0	TRUE
bhaji	18778	0	0	FALSE
bhang	20562	0	0	FALSE
bialy	23321	0	0	FALSE
bibbs	57588	0	0	FALSE
bible	45080741	0.552495	0	TRUE
bicep	162754	0.568946	0	TRUE
biddy	137910	0.344761	0	TRUE
bided	20170	0.00187746	0	TRUE
bides	16845	0	0	FALSE
bidet	335335	0.559863	0	TRUE
bidis	31810	0	0	FALSE
biffy	58886	0	0	FALSE
bifid	14746	0	0	FALSE
biggs	782849	0	0	FALSE
biggy	55567	0	0	FALSE
bight	253016	0	0	FALSE
bigot	258267	0.579979	0	TRUE
bijou	341954	0	0	FALSE
biked	53763	0.00187746	0	TRUE
biker	3530897	0.58	0	TRUE
certs	596230	0	1	TRUE
bilbo	255543	0	0	FALSE
bilby	56263	0	0	FALSE
biles	57387	0	0	FALSE
bilge	412304	0.55057	0	TRUE
pints	596841	0	1	TRUE
billy	13515249	0.566466	0	TRUE
bimbo	577216	0	0	FALSE
binal	14312	0	0	FALSE
bindi	151524	0	0	FALSE
flips	598531	0	1	TRUE
biner	50080	0	0	FALSE
bines	32124	0	0	FALSE
binge	850412	0.58	0	TRUE
bingo	9539002	0.58	0	TRUE
binks	163972	0	0	FALSE
biogs	37080	0	0	FALSE
biome	174268	0.530743	0	TRUE
biota	434729	0	0	FALSE
biped	76820	0.513357	0	TRUE
bipod	61691	0.51441	0	TRUE
birch	2936180	0.58	0	TRUE
sects	603808	0	1	TRUE
birks	120549	0	0	FALSE
birls	19278	0	0	FALSE
birse	20224	0	0	FALSE
birth	36286070	0.58	0	TRUE
bison	2002028	0.58	0	TRUE
bitch	8302447	0	0	TRUE
biter	127349	0.537804	0	TRUE
aunts	609018	0	1	TRUE
bitsy	135378	0.435807	0	TRUE
bitte	1056982	0	0	TRUE
bitty	409188	0.553061	0	TRUE
bivvy	45002	0	0	FALSE
bizzy	235736	0	0	FALSE
black	244690155	0.58	0	TRUE
blade	11527988	0.58	0	TRUE
blahs	68598	0	0	FALSE
blain	185777	0	0	FALSE
blame	8170544	0.58	0	TRUE
bland	1606490	0.58	0	TRUE
blank	18150537	0.58	0	TRUE
blare	49365	0.58	0	TRUE
blase	79486	0.58	0	TRUE
blast	9387171	0.58	0	TRUE
blatt	176015	0	0	FALSE
blaze	2448412	0.58	0	TRUE
bleak	1088632	0.58	0	TRUE
bleat	144793	0.556792	0	TRUE
blebs	20013	0	0	FALSE
blech	124878	0	0	FALSE
bleed	1989071	0.58	0	TRUE
bleep	397961	0.555043	0	TRUE
blend	9680982	0.58	0	TRUE
bless	5477461	0.58	0	TRUE
blest	159216	0	0	FALSE
bleys	21869	0	0	FALSE
blimp	263458	0.572458	0	TRUE
blind	16485480	0.58	0	TRUE
bling	1627355	0.58	0	TRUE
blini	19794	0	0	FALSE
blink	5257629	0.58	0	TRUE
blips	93096	0	0	FALSE
bliss	3708978	0.58	0	TRUE
blist	16549	0	0	FALSE
blits	19557	0	0	FALSE
blitz	2476009	0.58	0	TRUE
blive	21681	0	0	FALSE
bloat	315923	0.58	0	TRUE
blobs	332665	0	0	FALSE
block	49694725	0.58	0	TRUE
blocs	244531	0	0	FALSE
laces	610254	0	1	TRUE
bloke	766763	0.567785	0	TRUE
blond	5155053	0.58	0	TRUE
blood	61348302	0.58	0	TRUE
blook	34378	0	0	FALSE
bloom	5456938	0.58	0	TRUE
bloop	33990	0.575531	0	TRUE
blore	26544	0	0	FALSE
blots	249068	0	0	FALSE
blown	4229918	0.58	0	TRUE
buffs	614179	0	1	TRUE
blued	91789	0	0	FALSE
bluer	80668	0.566466	0	TRUE
eases	615614	0	1	TRUE
bluet	39292	0	0	FALSE
bluey	75731	0	0	FALSE
bluff	3906671	0.58	0	TRUE
blume	421456	0	0	FALSE
blunk	28171	0	0	FALSE
blunt	4129800	0.58	0	TRUE
blurb	776249	0.579782	0	TRUE
blurs	268623	0	0	FALSE
blurt	86781	0.58	0	TRUE
blush	1722003	0.58	0	TRUE
board	212361059	0.58	0	TRUE
boars	191697	0	0	FALSE
boart	14110	0	0	FALSE
boast	1239080	0.58	0	TRUE
lowes	617732	0	1	TRUE
bobak	24111	0	0	FALSE
bobby	8964342	0.562821	0	TRUE
bobos	27432	0	0	FALSE
bocca	164468	0	0	FALSE
bocce	181807	0.568575	0	TRUE
bocci	36179	0	0	FALSE
boche	22819	0	0	FALSE
bocks	19385	0	0	FALSE
boded	14099	0.00187746	0	TRUE
bodes	170580	0	0	FALSE
bodge	24225	0	0	FALSE
bodhi	146406	0	0	FALSE
bodle	14619	0	0	FALSE
boeuf	81542	0	0	FALSE
boffo	36747	0.557088	0	TRUE
bogan	181052	0	0	FALSE
bogey	350651	0.58	0	TRUE
boggy	125025	0.559377	0	TRUE
bogie	180493	0.376903	0	TRUE
bogle	231716	0	0	FALSE
bogue	188533	0	0	FALSE
bogus	1903710	0.58	0	TRUE
shams	618299	0	1	TRUE
boing	1870671	0.50057	0	TRUE
boink	60028	0	0	FALSE
boite	197551	0	0	FALSE
bokeh	40320	0	0	FALSE
bokes	32100	0	0	FALSE
bokos	29471	0	0	FALSE
bolar	19223	0	0	FALSE
bolas	43633	0	0	FALSE
bolds	17710	0	0	FALSE
boles	267384	0	0	FALSE
bolls	41704	0	0	FALSE
bolos	31187	0	0	FALSE
moles	619237	0	1	TRUE
bolus	275931	0.481494	0	TRUE
bombe	136941	0	0	FALSE
bombo	34612	0	0	FALSE
hinds	621387	0	1	TRUE
sages	624245	0	1	TRUE
boned	385216	0.00187746	0	TRUE
boner	301402	0.17255	0	TRUE
janes	624883	0	1	TRUE
boney	409772	0.0306611	0	TRUE
bongo	767108	0.561003	0	TRUE
bongs	415527	0	0	FALSE
bonne	683697	0	0	FALSE
bonny	438690	0.440817	0	TRUE
bonus	27819488	0.58	0	TRUE
bonza	22431	0	0	FALSE
paces	634682	0	1	TRUE
booby	379438	0.533411	0	TRUE
boody	29996	0	0	FALSE
booed	160116	0.00187746	0	TRUE
boogy	34796	0	0	FALSE
jours	639577	0	1	TRUE
bools	52775	0	0	FALSE
lumps	640708	0	1	TRUE
boomy	20346	0	0	FALSE
boons	51432	0	0	FALSE
boord	24287	0	0	FALSE
boors	15103	0	0	FALSE
boose	21230	0	0	FALSE
boost	13675076	0.58	0	TRUE
booth	7723310	0.58	0	TRUE
axles	647257	0	1	TRUE
booty	14218854	0.54136	0	TRUE
